Name,Ownership,Type,Gender,Province
POULTRY RESEARCH INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
RAWALPINDI ART COUNCIL,Private,Vocational,Both,Punjab   /   Rawalpindi
MOONA BEAUTY PARLOUR AND TRAINING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
WADI ILM COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Rawalpindi
THE CLASSIC ACADEMY AND COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Rawalpindi
STYLE BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
HAQ BAHU SALAI TRAINING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
ELEGNACE INSTITUTE OF BEAUTICIAN,Private,Vocational,Both,Punjab   /   Rawalpindi
CLASSIC BEAUTY & TRAINING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
AIMS ACADEMY OF INFO & MANAGMENT SCIENCES,Private,Vocational,Both,Punjab   /   Rawalpindi
AIMS ACADEMY OF INFORMATION SCIENCES,Private,Vocational,Both,Punjab   /   Rawalpindi
IRAN CULTURE CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
KHYBER INSTITUTE OF PROPFESSIONAL SKILLS,Private,Vocational,Both,Punjab   /   Rawalpindi
BRUNEL COLLEGE OF COMPUTER SCIENCE,Private,Vocational,Both,Punjab   /   Rawalpindi
BRUNEL COLLEGE OF COMPUTER SCIENCE,Private,Vocational,Both,Punjab   /   Rawalpindi
SIDRA BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
SALIQA SALAI CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
TUBA BEAUTY PARLOUR & TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
AL FOX SALAI CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
MUFAIZ MILLAT VOCATIONAL CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
FAIZULISLAM TECHNICAL TRAINING INSTITUTE,Private,Technical,Both,Punjab   /   Rawalpindi
SUNDAUS BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
NEW EVERSHINE BEAUTY SALOON,Private,Vocational,Both,Punjab   /   Rawalpindi
HOPE FOUNDATION,Private,Vocational,Both,Punjab   /   Rawalpindi
THE CIVIL VOCATIONAL CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
SOCIAL WELFARE VOCATIONAL CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
ANJUMAN FLAH E MILLAT,Private,Vocational,Both,Punjab   /   Rawalpindi
ANMOL BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
LARAIB BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
LEATHER GOODS TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
ART CRAFT INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
RADAI HAQ DASTKARI CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
ROUP BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
NORIS BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
DUBAI BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
IDEAL BEAUTY PALOUR AND TRAINING CENTRE\,Private,Vocational,Both,Punjab   /   Rawalpindi
GHOSHA FALAH DASTKARI CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
PAK COMPUTER CENTRE AND TYPING SHORTHAND CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
FAKIA BEAUTY BARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
FAMOUS BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
FAME BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
SUMAN BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
MOON BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
ALI IDEAL COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
AROOJ BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
NAINA BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
NIDA BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
ABDUR UR REHMAN COMPUTER  CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
ROSE BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
LARIAB BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
QUEEN BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Female,Punjab   /   Rawalpindi
SANA TAILORING TRAINING CENTRE,Private,Vocational,Female,Punjab   /   Rawalpindi
HINA BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Female,Punjab   /   Rawalpindi
JULI BEAUTY PARLOUR TRAINING  CENTRE,Private,Vocational,Female,Punjab   /   Rawalpindi
SHALIMAR COMPUTER CENTRE,Private,Vocational,Female,Punjab   /   Rawalpindi
HIRA EMBRIODARY & TAILORING TRAINING CENTRE,Private,Vocational,Female,Punjab   /   Rawalpindi
AROOJ BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Female,Punjab   /   Rawalpindi
AL AWAN  COMPUTER CENTRE,Private,Vocational,Female,Punjab   /   Rawalpindi
NAZ BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Female,Punjab   /   Rawalpindi
MADRISA JAFFERIA JAMIA IMAM SADIQ,Private,Vocational,Female,Punjab   /   Rawalpindi
ROOP BEAUTY PARLOUR TRAINING,Private,Vocational,Female,Punjab   /   Rawalpindi
AL-BAROONI COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
HAPPY LAND COMPUTER CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
HAPPY LAND SEWING TRAINING CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
AMMAN CITIZEN COMMUNITY BOARD,Private,Vocational,Male,Punjab   /   Rawalpindi
AMMAN COMPUTER CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
NEW AL ISLAM COMPUTER CENTER,Private,Vocational,Male,Punjab   /   Rawalpindi
MASTER MIND INFORMATION DASTAKARI SCHOOL,Private,Vocational,Male,Punjab   /   Rawalpindi
AL-MERAJ COMPUTER ACADEMY,Private,Vocational,Male,Punjab   /   Rawalpindi
SUNAM BEAUTY PARLOUR,Private,Vocational,Male,Punjab   /   Rawalpindi
ALINA BEAUTY PARLOUR,Private,Vocational,Male,Punjab   /   Rawalpindi
ZAIBASH BEAUTY PARLOUR AND TRAINING CENTER,Private,Vocational,Male,Punjab   /   Rawalpindi
PEARL BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
AL HAMRA INSTITUTE OF COMPUTER,Private,Vocational,Male,Punjab   /   Rawalpindi
FUNA BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
RAWAL TECHNICAL TRAINING CENTRE,Private,Technical,Male,Punjab   /   Rawalpindi
NEW PAK TECHNICAL TRAINING CENTRE,Private,Technical,Male,Punjab   /   Rawalpindi
INFORMATION Technology OF AUTOCAB COLLEGE,Private,Vocational,Male,Punjab   /   Rawalpindi
PACE COMMUNICATION SCHOOL,Private,Vocational,Male,Punjab   /   Rawalpindi
HASNA VOCATIONAL TRAINING CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
ALNOOR TRUST,Private,Vocational,Male,Punjab   /   Rawalpindi
APTECH COMPUTER EDUCATION,Private,Vocational,Male,Punjab   /   Rawalpindi
COLLEGE OF DIGITAL SCIENCES,Private,Vocational,Male,Punjab   /   Rawalpindi
ARISERS EDUCATION,Private,Vocational,Male,Punjab   /   Rawalpindi
SUPER TECH INSTITUTE OF COMPUTER SCIENCE,Private,Vocational,Male,Punjab   /   Rawalpindi
AGT INSTITUTE,Private,Vocational,Male,Punjab   /   Rawalpindi
QUAID E AZAM TECHNICAL INSTITUTE,Private,Technical,Male,Punjab   /   Rawalpindi
KENZA ACADEMY OF ARTS,Private,Vocational,Male,Punjab   /   Rawalpindi
QUAID E AZAM TECHNICAL INSTITUTE,Private,Vocational,Male,Punjab   /   Rawalpindi
FALCON FORCES ACADEMY,Private,Vocational,Male,Punjab   /   Rawalpindi
AMICO ENGLISH LEARNING SCHOOL,Private,Vocational,Both,Punjab   /   Rawalpindi
LAIBA BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
GUL BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
AMBER DASTKARI SCHOOL,Private,Vocational,Both,Punjab   /   Rawalpindi
DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Rawalpindi
BRITISH ENGLISH LANGUAGE,Private,Vocational,Both,Punjab   /   Rawalpindi
BRITISH ENGLISH LANGUAGE COMPUTER INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
ANAM BEAUTY PARLOR,Private,Vocational,Both,Punjab   /   Rawalpindi
AL MUSTAFA WELFARE SOCIETY,Private,Vocational,Both,Punjab   /   Rawalpindi
ISLAMABAD TAILORING COLLEGE,Private,Vocational,Both,Punjab   /   Rawalpindi
NADIA BEAUTY PARLOUR AND TEACHING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
SILAEE CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
COMPUTER AGE COMPUTER CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
AL NOOR COMPUTER ACADEMY,Private,Vocational,Both,Punjab   /   Rawalpindi
WAH INSTITUTE OF TECHNALOGY,Private,Vocational,Both,Punjab   /   Rawalpindi
YOUTH WELFARE DASTKARI SCHOOL,Private,Vocational,Both,Punjab   /   Rawalpindi
NAINA BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
TERBELA SCHOOL OF I T,Private,Vocational,Both,Punjab   /   Rawalpindi
FOUNDATION AND DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Rawalpindi
PINK ROSE BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
BRIGHT FUTURE VOCATIONAL CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
HINA BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
SHERA BEAUTY PARLOUR AND TRANNING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
SHAMA BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
MARYAM BEAUTY AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
HANI VOCATIONAL CENTRE AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
SITARA BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
MEHER BEAUTY PARLOUR CENTRE AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
PAKIZA BEAUTY PARLOUR AND TRANING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
HIJAB BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
WAH BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
UNIQUE BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
SMILE NAZ BEAUTY PARLOUR CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
IDEAL JINNAH VOCATIONAL CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
AL NOOR BEAUTY PARLOUR STREET CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
MAHAM  BEAUTY PARLOUR TRAINING CENTR4E,Private,Vocational,Both,Punjab   /   Rawalpindi
NANA BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
DIGITEC COMPUTER TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
QUAID INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
CYBEONICS COMPUTER INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
SUNDAR BEAUTY PARLOR & TR CENTRE,Private,Vocational,Both,Punjab   /   Sargodha
SHE BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Sargodha
WSSO VACTIONAL CENTRE,Private,Vocational,Both,Punjab   /   Sargodha
SIR SYED POLY TRADE CENTRE,Private,Vocational,Both,Punjab   /   Khushab
DISCOVERY COACHING CENTER,Private,Vocational,Both,Punjab   /   Khushab
JINNAH EDUCATION ACADEMY SCHOOL,Private,Vocational,Both,Punjab   /   Khushab
PERL VOCATIONAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Khushab
KHANAM BEAUTY PARLOUR AND TRAINING CENTER,Private,Vocational,Both,Punjab   /   Khushab
SKY VISION PUBLIC SCHOOL,Private,Vocational,Both,Punjab   /   Khushab
FALAHI IJTAMAI TANZEEM DASTAKARI CENTRE,Private,Vocational,Both,Punjab   /   Khushab
SARGODHA POLY TECHNIC INSTITUTE,Private,Vocational,Both,Punjab   /   Khushab
AL HIRA POLY TECHNIC INSTITUTE,Private,Vocational,Both,Punjab   /   Khushab
DASTAKAR 1 MARKAZ ANJAMAN - E - BAHBOOD,Private,Vocational,Both,Punjab   /   Khushab
JANGIR DASTGARI SCHOOL,Private,Vocational,Both,Punjab   /   Khushab
DEHI MAZDOOR TRAINING CENTER,Private,Vocational,Both,Punjab   /   Mianwali
FUTURE COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Mianwali
PAKEZA DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Mianwali
DASTKARI DARUL SALAM SCHOOL,Private,Vocational,Both,Punjab   /   Mianwali
LEO COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Mianwali
REHMAN VOCATIONAL TRAINING INSTITUTE,Private,Vocational,Both,Punjab   /   Mianwali
DASTAKARI CENTRE,Private,Vocational,Female,Punjab   /   Mianwali
AAISHA VOCATIONAL CENTRE,Private,Vocational,Female,Punjab   /   Mianwali
SAIFIA POLYTECHNIC INSTITUTE,Private,Technical,Female,Punjab   /   Mianwali
COUNCIL OF HUMAN HELPER,Private,Vocational,Both,Punjab   /   Mianwali
ABDUL RAZZAQ VOCATIONAL CENTER,Private,Vocational,Both,Punjab   /   Mianwali
DASTAKARI CENTER,Private,Vocational,Female,Punjab   /   Mianwali
SAHATZAR COMPUTAR COLLEGE,Private,Vocational,Male,Punjab   /   Sargodha
SAHATZAR DASTKARI SCHOOL,Private,Vocational,Male,Punjab   /   Sargodha
SAHATZAR COLLEGE OF COMPUTERS,Private,Vocational,Male,Punjab   /   Sargodha
PAK WAYS COMPUTER COLLEGE,Private,Vocational,Male,Punjab   /   Sargodha
AISHA VOCATIONAL TRAINING INSTITUTE,Private,Vocational,Male,Punjab   /   Sargodha
MADAM WAZIR DUSTAKARI SCHOOL,Private,Vocational,Male,Punjab   /   Sargodha
DASTKARI SCHOOL,Private,Vocational,Male,Punjab   /   Sargodha
DOCTOR ABDUL QADEER KHAN INSTITUTE,Private,Vocational,Male,Punjab   /   Sargodha
OXFORD COMPUTER COLLEGE,Private,Vocational,Male,Punjab   /   Sargodha
PEACE COMPUTER COLLEGE,Private,Vocational,Male,Punjab   /   Sargodha
ALI COMPUTER COLLEGE,Private,Vocational,Male,Punjab   /   Sargodha
MAHTA DASTAKARI SCHOOL,Private,Vocational,Male,Punjab   /   Sargodha
QAMAR COMPUTER TRAINING CENTRE,Private,Vocational,Male,Punjab   /   Sargodha
IQRA COMPUTER TRAINING CENTRE,Private,Vocational,Male,Punjab   /   Sargodha
REHMAN COMPUTER COLLEGE,Private,Vocational,Male,Punjab   /   Sargodha
SARGODHA POLITECHNICAL INSTITUTE,Private,Vocational,Both,Punjab   /   Sargodha
"HIRA POLYTECHNIC INSTITUTE, SARGODHA",Private,Technical,Female,Punjab   /   Sargodha
NEW VISION COMPUTER ACADEMY,Private,Vocational,Male,Punjab   /   Sargodha
SAHARA COMPUTER ACADEMY,Private,Vocational,Male,Punjab   /   Sargodha
NEW HORIZON COMPUTER CENTRE,Private,Vocational,Male,Punjab   /   Sargodha
SUPERLINKS INTERNATIONAL,Private,Vocational,Male,Punjab   /   Sargodha
APTECH COMPUTER EDUCATION CENTRE,Private,Vocational,Male,Punjab   /   Sargodha
COMPUTER CENTRE FOR WOMAN,Private,Vocational,Male,Punjab   /   Sargodha
DASTKARI CENTRE,Private,Vocational,Female,Punjab   /   Sargodha
EVE COMPLEX,Private,Vocational,Male,Punjab   /   Sargodha
ACADEMY OF COMPUTER,Private,Vocational,Male,Punjab   /   Sargodha
AL MURTAZA ACADEMY,Private,Vocational,Male,Punjab   /   Sargodha
B M C PARA MEDICAL SCHOOL,Private,Vocational,Male,Punjab   /   Sargodha
DASTKARI CENTRE GIRL GUIDE,Private,Vocational,Male,Punjab   /   Sargodha
LITRACY CENTRE GIRL GUIQE,Private,Vocational,Male,Punjab   /   Sargodha
EURO COMPUTER ACADMY,Private,Vocational,Male,Punjab   /   Sargodha
AL SHAHBAZ COMPUTER CENTRE,Private,Vocational,Male,Punjab   /   Sargodha
IQRA COMPUTER COLLEGE,Private,Vocational,Male,Punjab   /   Rawalpindi
UNIVERSAL COMPUTER COLLEGE,Private,Vocational,Male,Punjab   /   Rawalpindi
COLLEGE OF INFORMATION Technology,Private,Vocational,Male,Punjab   /   Rawalpindi
DASTKARI SCHOOL SYSTEM,Private,Vocational,Both,Punjab   /   Rawalpindi
RAVI COMPUTER CENTRE,Private,Vocational,Male,Punjab   /   Bahawalpur
AL-HUDA COMPUTER COLLEGE,Private,Vocational,Male,Punjab   /   Bahawalpur
DEHI MAZDOOR TECHINICAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Multan
IQRA COMPUTER COLLEGE,Private,Vocational,Male,Punjab   /   Multan
Nikhar Beauty Saloon,Private,Vocational,Female,Punjab   /   Rawalpindi
Jugnu Beauty Saloon & Studio,Private,Vocational,Female,Punjab   /   Rawalpindi
Gloria Hair Style,Private,Vocational,Female,Punjab   /   Rawalpindi
Uzma Beauty Zone - Rawalpindi,Private,Vocational,Female,Punjab   /   Rawalpindi
New Gloria Hair Style (Mrs Riffat) - Rawalpindi,Private,Vocational,Female,Punjab   /   Rawalpindi
"Amb,z Beauty Zone - Rawalpindi",Private,Vocational,Female,Punjab   /   Rawalpindi
Government Technical & Vocational Center (Boys)BANNU,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Bannu
Government Technical & Vocational Center (Women)BANNU,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Bannu
Government Technical & Vocational Center (Boys)Charsadda,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Charsadda
Government Technical & Vocational Center (Women)Charsadda,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Charsadda
Government Technical & Vocational Center (Boys)DirL,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Lower Dir
Government Technical & Vocational Center (Boys)Haripur_Khalabat,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Haripur
Government Technical & Vocational Center (Women)Haripur_Khalabat,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Haripur
Government Technical & Vocational Center (Boys)Haripur_Ghazi,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Haripur
Government Technical & Vocational Center (Boys)Hangu,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Hangu
Government Technical & Vocational Center (Boys)Karak,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Karak
Government Technical & Vocational Center (Women)Karak,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Karak
Government Technical & Vocational Center (Women)Kohat,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Kohat
Government Technical & Vocational Center (Boys)Kohat,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Kohat
SDC_Mansehra_Balakot,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Bannu
Government Technical & Vocational Center (Women)Mansehra,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Mansehra
SDC_Mansehra_Khaki,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Mansehra
Government Technical & Vocational Center (Boys)Mansehra_SajawalShareef,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Mansehra
Government Technical & Vocational Center (Women)Mardan,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Mardan
Government Technical & Vocational Center (Boys)Mardan_Hatyan,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Mardan
Government Technical & Vocational Center (Boys)Mardan_Muhabbatabad,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Mardan
Government Technical & Vocational Center (Boys)Mardan_Phalodheri,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Mardan
Government Technical & Vocational Center (Boys)Mardan_Takhbhai,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Mardan
Government Technical & Vocational Center (Women)2shehra,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Nowshera
Government Technical & Vocational Center (Boys)2shehra,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Nowshera
Government Technical & Vocational Center (Boys)Peshawar,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Peshawar
Government Technical & Vocational Centre (W) Gulbahar Peshawar,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Peshawar
Government Advance TTC Hayatabad Peshawar,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Peshawar
"Government Technical Teacher Training Centre, Hayatabad Peshawar",Government,Vocational,Male,Khyber Pakhtunkhwa   /   Peshawar
Government Technical & Vocational Center (Women)Sawabi,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Swabi
Government Technical & Vocational Center (Boys)Sawabi,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Swabi
Government Technical & Vocational Center (Boys)Sawat_Matta,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Swat
Government College of Technology_Bannu,Government,Technical,Male,Khyber Pakhtunkhwa   /   Bannu
Government College of Technology_Charsadda,Government,Technical,Male,Khyber Pakhtunkhwa   /   Charsadda
Government College of Technology_DirL,Government,Technical,Male,Khyber Pakhtunkhwa   /   Lower Dir
Government Polytechnic Institute_Haripur_Sare-e-Saleh,Government,Technical,Male,Khyber Pakhtunkhwa   /   Haripur
Government Polytechnic Institute_Karak,Government,Technical,Male,Khyber Pakhtunkhwa   /   Karak
Government College of Technology_Kohat,Government,Technical,Male,Khyber Pakhtunkhwa   /   Kohat
Government Polytechnic Institute_Malakand,Government,Technical,Male,Khyber Pakhtunkhwa   /   Malakand
"Government Polytechnic Institute, Mansehra",Government,Technical,Male,Khyber Pakhtunkhwa   /   Mansehra
Government Polytechnic Institute_Mardan,Government,Technical,Male,Khyber Pakhtunkhwa   /   Mardan
Government Polytechnic Institute_Mardan_Takhbhai,Government,Technical,Male,Khyber Pakhtunkhwa   /   Mardan
Government College of Technology Nowshehra,Government,Technical,Male,Khyber Pakhtunkhwa   /   Nowshera
Government Technical center Swabi,Government,Technical,Female,Khyber Pakhtunkhwa   /   Swabi
Government College of Technology_Sawat,Government,Technical,Male,Khyber Pakhtunkhwa   /   Swat
Government Polytechnic Institute_Tank,Government,Technical,Male,Khyber Pakhtunkhwa   /   Tank
Government College of Technology-Peshawar,Government,Technical,Male,Khyber Pakhtunkhwa   /   Peshawar
Government College of Technology-(W) Peshawar,Government,Technical,Male,Khyber Pakhtunkhwa   /   Peshawar
Government Polytechnic Institute-Chitral,Government,Technical,Male,Khyber Pakhtunkhwa   /   Chitral
Government Technical & Vocational Center (Boys)Sawat_Mingora,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Swat
Government Technical & Vocational Center (Women)Sawat_Mingora,Government,Vocational,Female,Khyber Pakhtunkhwa   /   Swat
Government Technical & Vocational Center (Boys)Tank,Government,Vocational,Male,Khyber Pakhtunkhwa   /   Tank
ANWAR EMBROIDERY CENTER,Private,Vocational,Both,Khyber Pakhtunkhwa   /   Bannu
MASHAL DASTHAKARI SCHOOL,Private,Vocational,Both,Khyber Pakhtunkhwa   /   Bannu
EMBROIDERY SCHOOL,Private,Vocational,Both,Khyber Pakhtunkhwa   /   Bannu
ALKHIDMAT COMPUTER CENTER,Private,Vocational,Male,Khyber Pakhtunkhwa   /   Bannu
FRONTIER INSTITUTE OF LEARNING,Private,Vocational,Male,Khyber Pakhtunkhwa   /   Bannu
AL- ARSH INSTITUTE OF COMPUTER,Private,Vocational,Male,Khyber Pakhtunkhwa   /   Bannu
MASARCON COMPUTER INSTITUTE,Private,Vocational,Both,Khyber Pakhtunkhwa   /   Bannu
NATIONAL INSTITUTE OF COMPUTER,Private,Vocational,Male,Khyber Pakhtunkhwa   /   Bannu
SUKARI COMPUTER TRAINING CENTRE,Private,Vocational,Both,Khyber Pakhtunkhwa   /   Bannu
ZANANA DUSTKARI CENTRE,Private,Vocational,Female,Khyber Pakhtunkhwa   /   Tank
FAROOQ-E-AZAM ACADEMY OF INFORMATION,Private,Vocational,Female,Khyber Pakhtunkhwa   /   Batagram
ABASEEN COMPUTER AND COMMERCE INSTITUTE,Private,Vocational,Female,Khyber Pakhtunkhwa   /   Haripur
PROFESSIONAL COMPUTER INSTITUTE,Private,Vocational,Female,Khyber Pakhtunkhwa   /   Haripur
FALCON INDUSTRIAL HOME,Private,Vocational,Both,Khyber Pakhtunkhwa   /   Haripur
